country,total_earnings,players,game
Guatemala,$105.00 ,1,Super Smash Bros. for Wii U
Dominican Republic,$90.00 ,1,Super Smash Bros. for Wii U
Peru,$82.60 ,1,Super Smash Bros. for Wii U
Ecuador,$48.00 ,1,Super Smash Bros. for Wii U
Costa Rica,$30.00 ,1,Super Smash Bros. for Wii U
Paraguay,$20.65 ,1,Super Smash Bros. for Wii U
"Korea, Republic of",$17.40 ,1,Super Smash Bros. for Wii U
United Kingdom,"$382,513.48 ",14,FIFA 17
France,"$244,921.17 ",7,FIFA 17
Germany,"$219,116.56 ",20,FIFA 17
United States,"$116,000.00 ",13,FIFA 17
Saudi Arabia,"$103,833.14 ",7,FIFA 17
Brazil,"$74,000.00 ",4,FIFA 17
Australia,"$44,000.00 ",11,FIFA 17
Denmark,"$40,139.98 ",13,FIFA 17
Italy,"$34,000.00 ",1,FIFA 17
Netherlands,"$30,000.00 ",5,FIFA 17
Japan,"$27,500.00 ",2,FIFA 17
Mexico,"$27,500.00 ",3,FIFA 17
Hong Kong,"$22,000.00 ",4,FIFA 17
Sweden,"$14,217.83 ",16,FIFA 17
Chile,"$13,500.00 ",1,FIFA 17
Colombia,"$13,500.00 ",1,FIFA 17
Russian Federation,"$12,799.30 ",4,FIFA 17
Canada,"$6,500.00 ",3,FIFA 17
New Zealand,"$6,000.00 ",1,FIFA 17
Malta,"$4,423.53 ",6,FIFA 17
Jordan,"$2,000.00 ",1,FIFA 17
Ukraine,"$1,886.30 ",2,FIFA 17
Poland,"$1,777.94 ",7,FIFA 17
Uzbekistan,"$1,500.00 ",1,FIFA 17
Argentina,"$1,000.00 ",1,FIFA 17
Croatia,$593.03 ,5,FIFA 17
Slovenia,$104.65 ,1,FIFA 17
Bulgaria,$0.00 ,1,FIFA 17
Czech Republic,$0.00 ,1,FIFA 17
United States,"$1,058,289.30 ",46,Call of Duty: Black Ops 2
Canada,"$174,676.04 ",4,Call of Duty: Black Ops 2
United Kingdom,"$98,252.62 ",34,Call of Duty: Black Ops 2
Ireland,"$49,735.62 ",3,Call of Duty: Black Ops 2
Italy,"$24,825.53 ",22,Call of Duty: Black Ops 2
France,"$24,250.33 ",25,Call of Duty: Black Ops 2
Spain,"$5,210.42 ",19,Call of Duty: Black Ops 2
Netherlands,"$4,422.82 ",8,Call of Duty: Black Ops 2
Germany,"$3,498.87 ",8,Call of Duty: Black Ops 2
Greece,"$3,252.40 ",10,Call of Duty: Black Ops 2
Belgium,"$1,523.03 ",1,Call of Duty: Black Ops 2
Austria,$485.84 ,1,Call of Duty: Black Ops 2
Sweden,$200.00 ,4,Call of Duty: Black Ops 2
Morocco,$139.97 ,1,Call of Duty: Black Ops 2
Bulgaria,$135.42 ,1,Call of Duty: Black Ops 2
"Korea, Republic of","$621,372.88 ",14,FIFA Online 3
Thailand,"$176,087.55 ",13,FIFA Online 3
Singapore,"$134,438.75 ",5,FIFA Online 3
China,"$104,055.52 ",33,FIFA Online 3
Viet Nam,"$21,020.94 ",8,FIFA Online 3
Indonesia,"$17,186.67 ",9,FIFA Online 3
Malaysia,"$17,146.72 ",8,FIFA Online 3
Ukraine,"$15,980.99 ",1,FIFA Online 3
Sweden,"$7,315.54 ",1,FIFA Online 3
France,"$6,321.47 ",1,FIFA Online 3
India,"$2,414.88 ",1,FIFA Online 3
United States,"$810,561.11 ",86,Lichess
Norway,"$168,631.76 ",2,Lichess
Russian Federation,"$101,180.61 ",40,Lichess
Armenia,"$79,373.75 ",11,Lichess
"Iran, Islamic Republic of","$27,405.09 ",3,Lichess
France,"$24,200.00 ",3,Lichess
India,"$19,017.08 ",9,Lichess
Ukraine,"$6,810.00 ",6,Lichess
Viet Nam,"$5,145.00 ",2,Lichess
Netherlands,"$3,290.00 ",4,Lichess
Azerbaijan,"$2,763.33 ",6,Lichess
Belarus,"$2,320.42 ",5,Lichess
Indonesia,"$2,272.43 ",106,Lichess
Switzerland,"$1,725.00 ",1,Lichess
United Kingdom,"$1,675.00 ",1,Lichess
Germany,"$1,160.00 ",4,Lichess
Uzbekistan,$855.00 ,5,Lichess
Finland,$820.00 ,2,Lichess
Cuba,$550.00 ,1,Lichess
Italy,$500.00 ,1,Lichess
Qatar,$500.00 ,1,Lichess
Turkey,$415.00 ,4,Lichess
Peru,$370.00 ,2,Lichess
Colombia,$350.00 ,2,Lichess
Canada,$340.00 ,1,Lichess
Hungary,$300.00 ,1,Lichess
Israel,$230.42 ,5,Lichess
Romania,$220.00 ,1,Lichess
Kazakhstan,$178.38 ,5,Lichess
Argentina,$150.00 ,2,Lichess
Spain,$135.00 ,2,Lichess
--UNDEFINED--,$125.00 ,1,Lichess
Egypt,$125.00 ,1,Lichess
Croatia,$90.00 ,1,Lichess
Czech Republic,$85.00 ,1,Lichess
Georgia,$50.00 ,2,Lichess
Paraguay,$50.00 ,1,Lichess
Bosnia and Herzegovina,$35.00 ,1,Lichess
Serbia,$35.00 ,1,Lichess
Saint Kitts and Nevis,$20.00 ,1,Lichess
Greece,$15.00 ,1,Lichess
Philippines,$3.40 ,1,Lichess
United States,"$446,000.00 ",55,Magic: The Gathering Online
Russian Federation,"$104,000.00 ",3,Magic: The Gathering Online
Denmark,"$72,000.00 ",5,Magic: The Gathering Online
Japan,"$72,000.00 ",10,Magic: The Gathering Online
Netherlands,"$52,000.00 ",3,Magic: The Gathering Online
Germany,"$49,000.00 ",7,Magic: The Gathering Online
Portugal,"$49,000.00 ",4,Magic: The Gathering Online
Sweden,"$48,000.00 ",3,Magic: The Gathering Online
Brazil,"$41,000.00 ",3,Magic: The Gathering Online
Spain,"$41,000.00 ",4,Magic: The Gathering Online
Italy,"$40,000.00 ",1,Magic: The Gathering Online
Canada,"$27,000.00 ",5,Magic: The Gathering Online
Czech Republic,"$25,000.00 ",3,Magic: The Gathering Online
Finland,"$23,000.00 ",2,Magic: The Gathering Online
France,"$23,000.00 ",4,Magic: The Gathering Online
Thailand,"$12,000.00 ",2,Magic: The Gathering Online
Poland,"$10,000.00 ",2,Magic: The Gathering Online
Austria,"$9,000.00 ",2,Magic: The Gathering Online
Hungary,"$9,000.00 ",1,Magic: The Gathering Online
Serbia,"$9,000.00 ",1,Magic: The Gathering Online
Belgium,"$6,000.00 ",1,Magic: The Gathering Online
Estonia,"$6,000.00 ",1,Magic: The Gathering Online
United Kingdom,"$6,000.00 ",1,Magic: The Gathering Online
Norway,"$6,000.00 ",1,Magic: The Gathering Online
Slovakia,"$6,000.00 ",1,Magic: The Gathering Online
Uruguay,"$6,000.00 ",1,Magic: The Gathering Online
Argentina,"$4,000.00 ",1,Magic: The Gathering Online
Australia,"$4,000.00 ",1,Magic: The Gathering Online
China,"$4,000.00 ",1,Magic: The Gathering Online
Hong Kong,"$4,000.00 ",1,Magic: The Gathering Online
Germany,"$436,686.87 ",21,Gwent
Poland,"$250,651.13 ",56,Gwent
United Kingdom,"$173,183.11 ",9,Gwent
China,"$79,567.52 ",22,Gwent
"Moldova, Republic of","$78,700.00 ",1,Gwent
Austria,"$45,428.70 ",5,Gwent
Russian Federation,"$27,123.71 ",35,Gwent
Canada,"$20,052.62 ",3,Gwent
Ukraine,"$19,950.45 ",10,Gwent
United States,"$17,237.69 ",34,Gwent
Brazil,"$11,352.64 ",15,Gwent
Belarus,"$9,152.24 ",7,Gwent
Denmark,"$9,035.00 ",2,Gwent
Spain,"$3,786.78 ",7,Gwent
Finland,"$3,758.47 ",3,Gwent
Colombia,"$3,525.00 ",1,Gwent
Romania,"$3,195.00 ",3,Gwent
Netherlands,"$2,983.46 ",4,Gwent
Czech Republic,"$2,454.84 ",6,Gwent
Belgium,"$1,360.00 ",3,Gwent
Italy,"$1,317.90 ",6,Gwent
Hungary,"$1,005.89 ",2,Gwent
Australia,$898.58 ,6,Gwent
Serbia,$745.99 ,2,Gwent
Slovenia,$710.94 ,5,Gwent
Japan,$578.57 ,9,Gwent
France,$569.74 ,17,Gwent
"Korea, Republic of",$480.39 ,8,Gwent
Slovakia,$162.31 ,4,Gwent
Norway,$120.00 ,1,Gwent
New Zealand,$94.33 ,2,Gwent
Ireland,$88.74 ,1,Gwent
Bulgaria,$80.72 ,3,Gwent
South Africa,$75.00 ,3,Gwent
Lithuania,$56.17 ,1,Gwent
Turkey,$35.70 ,3,Gwent
Malaysia,$30.00 ,1,Gwent
Portugal,$20.00 ,1,Gwent
Greece,$10.00 ,1,Gwent
Latvia,$5.97 ,1,Gwent
Argentina,$5.00 ,1,Gwent
United States,"$684,635.70 ",49,Call of Duty: Modern Warfare 3
United Kingdom,"$403,785.35 ",41,Call of Duty: Modern Warfare 3
France,"$29,962.94 ",23,Call of Duty: Modern Warfare 3
Spain,"$13,835.28 ",52,Call of Duty: Modern Warfare 3
Canada,"$7,649.30 ",2,Call of Duty: Modern Warfare 3
Australia,"$6,376.01 ",20,Call of Duty: Modern Warfare 3
Ireland,"$1,759.76 ",2,Call of Duty: Modern Warfare 3
Netherlands,"$1,430.94 ",5,Call of Duty: Modern Warfare 3
New Zealand,$957.91 ,11,Call of Duty: Modern Warfare 3
Bulgaria,$583.82 ,1,Call of Duty: Modern Warfare 3
Belgium,$258.64 ,1,Call of Duty: Modern Warfare 3
Italy,$116.30 ,1,Call of Duty: Modern Warfare 3
Croatia,$104.63 ,1,Call of Duty: Modern Warfare 3
"Korea, Republic of","$515,267.34 ",33,Auto Chess
China,"$352,000.00 ",11,Auto Chess
United States,"$96,672.00 ",51,Auto Chess
Pakistan,"$50,000.00 ",1,Auto Chess
Japan,"$22,000.00 ",2,Auto Chess
Germany,"$20,500.00 ",1,Auto Chess
Spain,"$14,000.00 ",1,Auto Chess
Viet Nam,"$12,000.00 ",2,Auto Chess
Canada,"$10,047.00 ",7,Auto Chess
United Kingdom,"$8,500.00 ",2,Auto Chess
Belarus,"$8,000.00 ",2,Auto Chess
Hong Kong,"$8,000.00 ",1,Auto Chess
Thailand,"$8,000.00 ",1,Auto Chess
Bolivia,"$4,000.00 ",1,Auto Chess
Brazil,"$4,000.00 ",1,Auto Chess
Turkey,"$1,400.00 ",3,Auto Chess
Austria,$800.00 ,1,Auto Chess
Russian Federation,$325.00 ,2,Auto Chess
--UNDEFINED--,$100.00 ,1,Auto Chess
Norway,$75.00 ,1,Auto Chess
Ukraine,$75.00 ,1,Auto Chess
United States,"$535,775.91 ",112,Quake III Arena
Sweden,"$161,120.68 ",33,Quake III Arena
Russian Federation,"$115,419.20 ",59,Quake III Arena
United Kingdom,"$44,669.46 ",13,Quake III Arena
Germany,"$31,253.04 ",16,Quake III Arena
Canada,"$30,870.00 ",13,Quake III Arena
France,"$27,960.44 ",11,Quake III Arena
China,"$27,127.90 ",5,Quake III Arena
Belarus,"$27,104.38 ",9,Quake III Arena
"Korea, Republic of","$13,975.30 ",3,Quake III Arena
Spain,"$10,300.00 ",1,Quake III Arena
Australia,"$10,135.30 ",4,Quake III Arena
Poland,"$9,570.30 ",3,Quake III Arena
Ukraine,"$4,554.35 ",5,Quake III Arena
Brazil,"$2,039.67 ",6,Quake III Arena
Netherlands,"$1,624.30 ",1,Quake III Arena
Belgium,"$1,556.75 ",2,Quake III Arena
Venezuela,"$1,300.00 ",2,Quake III Arena
South Africa,"$1,300.00 ",2,Quake III Arena
Austria,$940.32 ,1,Quake III Arena
Hungary,$927.74 ,2,Quake III Arena
Turkey,$750.00 ,1,Quake III Arena
Norway,$600.61 ,1,Quake III Arena
Cuba,$585.58 ,1,Quake III Arena
New Zealand,$500.00 ,1,Quake III Arena
Croatia,$438.17 ,1,Quake III Arena
Ireland,$408.23 ,1,Quake III Arena
Singapore,$400.00 ,1,Quake III Arena
Estonia,$390.38 ,1,Quake III Arena
Northern Mariana Islands,$300.00 ,1,Quake III Arena
Argentina,$205.84 ,1,Quake III Arena
Denmark,$200.00 ,1,Quake III Arena
Finland,$123.34 ,1,Quake III Arena
"Korea, Republic of","$438,968.26 ",23,WarCraft III: Reforged
China,"$402,592.50 ",40,WarCraft III: Reforged
Russian Federation,"$118,502.97 ",14,WarCraft III: Reforged
Germany,"$47,069.68 ",14,WarCraft III: Reforged
United States,"$38,718.09 ",9,WarCraft III: Reforged
Ukraine,"$30,278.57 ",3,WarCraft III: Reforged
France,"$20,308.01 ",9,WarCraft III: Reforged
Spain,"$8,875.00 ",1,WarCraft III: Reforged
Canada,"$8,325.00 ",4,WarCraft III: Reforged
"Moldova, Republic of","$5,852.70 ",1,WarCraft III: Reforged
Sweden,"$3,225.00 ",4,WarCraft III: Reforged
Australia,"$1,400.00 ",2,WarCraft III: Reforged
Austria,"$1,068.13 ",3,WarCraft III: Reforged
United Kingdom,$600.00 ,1,WarCraft III: Reforged
Greece,$500.00 ,1,WarCraft III: Reforged
Croatia,$400.00 ,1,WarCraft III: Reforged
Poland,$400.00 ,2,WarCraft III: Reforged
Peru,$200.00 ,1,WarCraft III: Reforged
Slovenia,$200.00 ,1,WarCraft III: Reforged
Lithuania,$75.00 ,1,WarCraft III: Reforged
United States,"$790,749.95 ",89,Call of Duty: Vanguard
United Kingdom,"$190,458.34 ",26,Call of Duty: Vanguard
Canada,"$118,625.00 ",10,Call of Duty: Vanguard
Denmark,"$11,000.00 ",1,Call of Duty: Vanguard
France,"$4,333.33 ",1,Call of Duty: Vanguard
Saudi Arabia,"$3,333.33 ",1,Call of Duty: Vanguard
Poland,"$2,083.33 ",1,Call of Duty: Vanguard
Russian Federation,"$2,000.00 ",4,Call of Duty: Vanguard
Germany,"$1,333.33 ",1,Call of Duty: Vanguard
Belgium,"$1,000.00 ",1,Call of Duty: Vanguard
Italy,"$1,000.00 ",4,Call of Duty: Vanguard
Afghanistan,$333.33 ,1,Call of Duty: Vanguard
United States,"$299,225.00 ",14,Painkiller
Netherlands,"$231,675.00 ",2,Painkiller
Italy,"$178,225.00 ",4,Painkiller
Germany,"$146,325.00 ",6,Painkiller
Sweden,"$82,400.00 ",6,Painkiller
Canada,"$37,925.00 ",4,Painkiller
United Kingdom,"$18,675.00 ",3,Painkiller
Russian Federation,"$12,150.00 ",1,Painkiller
Finland,"$2,750.00 ",2,Painkiller
Japan,"$1,925.00 ",1,Painkiller
China,"$1,625.00 ",2,Painkiller
Norway,"$1,100.00 ",1,Painkiller
Spain,$625.00 ,1,Painkiller
Chile,$375.00 ,1,Painkiller
United States,"$1,004,000.00 ",42,Madden NFL 2017
United States,"$940,633.24 ",84,NBA 2K18
Canada,"$31,933.33 ",4,NBA 2K18
Puerto Rico,"$21,766.67 ",1,NBA 2K18
Germany,"$2,833.33 ",1,NBA 2K18
United Kingdom,"$2,833.33 ",1,NBA 2K18
United States,"$800,000.00 ",16,Turbo Racing League
China,"$454,766.87 ",81,Defense of the Ancients
Russian Federation,"$52,678.88 ",22,Defense of the Ancients
Malaysia,"$43,991.85 ",28,Defense of the Ancients
Kazakhstan,"$43,830.58 ",173,Defense of the Ancients
Philippines,"$41,261.10 ",28,Defense of the Ancients
Sweden,"$23,049.56 ",20,Defense of the Ancients
Denmark,"$20,440.53 ",12,Defense of the Ancients
Singapore,"$19,458.38 ",16,Defense of the Ancients
Ukraine,"$14,202.93 ",13,Defense of the Ancients
Kyrgyzstan,"$11,281.99 ",8,Defense of the Ancients
United States,"$11,045.35 ",14,Defense of the Ancients
Macao,"$8,127.10 ",1,Defense of the Ancients
Germany,"$6,802.56 ",3,Defense of the Ancients
Romania,"$5,000.00 ",5,Defense of the Ancients
Norway,"$4,804.83 ",13,Defense of the Ancients
Thailand,"$3,198.85 ",5,Defense of the Ancients
Mongolia,"$2,000.00 ",5,Defense of the Ancients
Viet Nam,"$1,338.35 ",6,Defense of the Ancients
Estonia,"$1,070.06 ",1,Defense of the Ancients
Canada,"$1,064.82 ",2,Defense of the Ancients
Uzbekistan,$591.29 ,3,Defense of the Ancients
France,$500.00 ,1,Defense of the Ancients
Indonesia,$318.35 ,5,Defense of the Ancients
Belarus,$187.44 ,3,Defense of the Ancients
United States,"$639,135.88 ",49,Injustice 2
Canada,"$77,926.15 ",5,Injustice 2
United Kingdom,"$58,669.35 ",3,Injustice 2
Bahrain,"$34,793.20 ",1,Injustice 2
Dominican Republic,"$15,330.96 ",3,Injustice 2
Ireland,"$2,700.00 ",1,Injustice 2
France,"$2,050.00 ",1,Injustice 2
Chile,"$1,250.00 ",1,Injustice 2
Germany,"$1,092.90 ",1,Injustice 2
Greece,"$1,000.00 ",1,Injustice 2
Australia,$716.13 ,6,Injustice 2
Brazil,$500.00 ,1,Injustice 2
Israel,$500.00 ,1,Injustice 2
Lebanon,$500.00 ,1,Injustice 2
Russian Federation,$500.00 ,1,Injustice 2
Zambia,$411.24 ,2,Injustice 2
Saudi Arabia,$200.00 ,1,Injustice 2
South Africa,$171.35 ,2,Injustice 2
United Kingdom,"$251,033.37 ",36,Forza Motorsport 7
France,"$164,083.31 ",13,Forza Motorsport 7
Germany,"$136,166.66 ",9,Forza Motorsport 7
United States,"$126,049.99 ",13,Forza Motorsport 7
Brazil,"$58,999.98 ",17,Forza Motorsport 7
Canada,"$20,033.33 ",17,Forza Motorsport 7
Poland,"$15,000.01 ",5,Forza Motorsport 7
Australia,"$13,666.67 ",8,Forza Motorsport 7
China,"$8,000.01 ",6,Forza Motorsport 7
Japan,"$6,000.00 ",3,Forza Motorsport 7
"Korea, Republic of","$4,833.33 ",1,Forza Motorsport 7
Mexico,"$4,666.67 ",1,Forza Motorsport 7
Netherlands,"$4,333.33 ",3,Forza Motorsport 7
Belgium,"$2,666.67 ",1,Forza Motorsport 7
Ireland,"$1,666.67 ",1,Forza Motorsport 7
Spain,$833.33 ,1,Forza Motorsport 7
Italy,$666.66 ,2,Forza Motorsport 7
Norway,$500.00 ,1,Forza Motorsport 7
Indonesia,$333.33 ,1,Forza Motorsport 7
Philippines,$333.33 ,1,Forza Motorsport 7
Singapore,$333.33 ,1,Forza Motorsport 7
Russian Federation,$0.00 ,3,Forza Motorsport 7
Japan,"$460,748.79 ",37,Ultra Street Fighter IV
United States,"$89,288.09 ",132,Ultra Street Fighter IV
Singapore,"$70,987.11 ",3,Ultra Street Fighter IV
France,"$49,951.26 ",6,Ultra Street Fighter IV
"Korea, Republic of","$48,454.82 ",7,Ultra Street Fighter IV
"Taiwan, Republic of China","$28,384.90 ",2,Ultra Street Fighter IV
United Kingdom,"$19,032.30 ",14,Ultra Street Fighter IV
Sweden,"$8,285.57 ",8,Ultra Street Fighter IV
China,"$6,194.70 ",5,Ultra Street Fighter IV
Brazil,"$5,925.92 ",1,Ultra Street Fighter IV
Puerto Rico,"$5,189.75 ",1,Ultra Street Fighter IV
Hong Kong,"$4,042.85 ",1,Ultra Street Fighter IV
Norway,"$3,898.15 ",2,Ultra Street Fighter IV
Finland,"$3,000.00 ",1,Ultra Street Fighter IV
Malaysia,"$2,455.75 ",3,Ultra Street Fighter IV
Canada,"$2,133.86 ",18,Ultra Street Fighter IV
Romania,"$2,000.00 ",1,Ultra Street Fighter IV
Saudi Arabia,"$1,500.00 ",1,Ultra Street Fighter IV
Kuwait,"$1,250.00 ",2,Ultra Street Fighter IV
Australia,"$1,088.04 ",5,Ultra Street Fighter IV
Netherlands,$951.83 ,1,Ultra Street Fighter IV
Mexico,$542.00 ,1,Ultra Street Fighter IV
Belgium,$6.00 ,1,Ultra Street Fighter IV
United States,"$215,343.28 ",44,Vainglory
"Korea, Republic of","$185,603.87 ",53,Vainglory
China,"$62,807.51 ",14,Vainglory
Germany,"$54,172.81 ",29,Vainglory
Russian Federation,"$42,451.62 ",19,Vainglory
Iraq,"$24,646.99 ",1,Vainglory
France,"$21,719.82 ",5,Vainglory
Portugal,"$20,312.49 ",1,Vainglory
Italy,"$20,072.68 ",2,Vainglory
Japan,"$18,808.26 ",14,Vainglory
Singapore,"$15,600.14 ",6,Vainglory
Brazil,"$13,671.33 ",7,Vainglory
Malaysia,"$11,164.46 ",3,Vainglory
Sri Lanka,"$11,010.97 ",1,Vainglory
Viet Nam,"$10,020.50 ",4,Vainglory
Hong Kong,"$6,287.67 ",5,Vainglory
Norway,"$3,812.49 ",1,Vainglory
Ukraine,"$3,770.83 ",1,Vainglory
Sweden,"$2,704.17 ",1,Vainglory
"Moldova, Republic of","$2,633.33 ",1,Vainglory
Netherlands,"$2,462.84 ",3,Vainglory
Denmark,"$2,433.33 ",2,Vainglory
Switzerland,"$2,341.67 ",2,Vainglory
United Kingdom,"$2,083.33 ",1,Vainglory
Austria,"$1,718.52 ",2,Vainglory
Algeria,"$1,437.50 ",1,Vainglory
Canada,"$1,110.67 ",2,Vainglory
India,"$1,004.50 ",1,Vainglory
Thailand,"$1,004.50 ",1,Vainglory
Philippines,"$1,000.00 ",1,Vainglory
Uruguay,$910.67 ,1,Vainglory
"Taiwan, Republic of China",$866.00 ,5,Vainglory
Turkey,$500.00 ,4,Vainglory
Finland,$333.33 ,1,Vainglory
Lithuania,$333.33 ,1,Vainglory
Czech Republic,$264.81 ,3,Vainglory
Spain,$55.68 ,3,Vainglory
Poland,$18.29 ,1,Vainglory
United States,"$696,112.60 ",80,Halo: Reach
Canada,"$28,875.00 ",2,Halo: Reach
United Kingdom,"$15,692.48 ",17,Halo: Reach
Netherlands,"$1,985.01 ",7,Halo: Reach
Finland,"$1,267.92 ",8,Halo: Reach
Belgium,"$1,205.62 ",3,Halo: Reach
Switzerland,$905.69 ,1,Halo: Reach
Australia,$207.68 ,1,Halo: Reach
France,$80.64 ,2,Halo: Reach
Norway,$80.64 ,2,Halo: Reach
United Kingdom,"$148,750.00 ",5,F1 2021
Italy,"$126,250.00 ",5,F1 2021
Spain,"$100,000.00 ",2,F1 2021
Netherlands,"$93,750.00 ",1,F1 2021
Germany,"$86,739.00 ",10,F1 2021
Denmark,"$75,000.00 ",1,F1 2021
Hungary,"$43,750.00 ",2,F1 2021
Chile,"$25,000.00 ",1,F1 2021
France,"$25,000.00 ",1,F1 2021
"Iran, Islamic Republic of","$18,750.00 ",1,F1 2021
Finland,"$12,500.00 ",1,F1 2021
Greece,"$6,250.00 ",1,F1 2021
Netherlands,"$150,000.00 ",3,F1 2020
Germany,"$94,241.67 ",4,F1 2020
Denmark,"$93,750.00 ",1,F1 2020
Hungary,"$75,000.00 ",1,F1 2020
Italy,"$68,750.00 ",3,F1 2020
France,"$61,367.99 ",5,F1 2020
United Kingdom,"$57,814.67 ",4,F1 2020
Chile,"$42,500.00 ",1,F1 2020
"Iran, Islamic Republic of","$32,500.00 ",1,F1 2020
Spain,"$25,707.99 ",13,F1 2020
Slovakia,"$25,000.00 ",1,F1 2020
Finland,"$18,750.00 ",1,F1 2020
Greece,"$6,564.67 ",1,F1 2020
Croatia,$208.00 ,2,F1 2020
Albania,$80.00 ,1,F1 2020
Japan,"$392,121.49 ",44,Street Fighter V: Champion Edition
United States,"$107,627.33 ",69,Street Fighter V: Champion Edition
Australia,"$19,000.00 ",5,Street Fighter V: Champion Edition
Dominican Republic,"$14,606.28 ",5,Street Fighter V: Champion Edition
United Arab Emirates,"$14,500.00 ",3,Street Fighter V: Champion Edition
France,"$13,047.68 ",3,Street Fighter V: Champion Edition
Russian Federation,"$12,500.00 ",3,Street Fighter V: Champion Edition
Singapore,"$12,500.00 ",2,Street Fighter V: Champion Edition
United Kingdom,"$12,349.23 ",5,Street Fighter V: Champion Edition
Mexico,"$12,066.41 ",5,Street Fighter V: Champion Edition
Brazil,"$11,500.00 ",4,Street Fighter V: Champion Edition
Argentina,"$9,500.00 ",2,Street Fighter V: Champion Edition
"Korea, Republic of","$9,500.00 ",2,Street Fighter V: Champion Edition
Norway,"$9,022.38 ",1,Street Fighter V: Champion Edition
Hong Kong,"$9,000.00 ",2,Street Fighter V: Champion Edition
"Taiwan, Republic of China","$9,000.00 ",3,Street Fighter V: Champion Edition
Canada,"$7,474.83 ",13,Street Fighter V: Champion Edition
China,"$7,000.00 ",3,Street Fighter V: Champion Edition
Puerto Rico,"$6,730.00 ",2,Street Fighter V: Champion Edition
Belgium,"$6,522.38 ",1,Street Fighter V: Champion Edition
Algeria,"$5,500.00 ",3,Street Fighter V: Champion Edition
Lithuania,"$5,000.00 ",1,Street Fighter V: Champion Edition
Malaysia,"$4,500.00 ",2,Street Fighter V: Champion Edition
Spain,"$3,608.95 ",1,Street Fighter V: Champion Edition
Morocco,"$3,500.00 ",2,Street Fighter V: Champion Edition
Poland,"$3,500.00 ",3,Street Fighter V: Champion Edition
Venezuela,"$3,000.00 ",1,Street Fighter V: Champion Edition
Indonesia,"$2,000.00 ",2,Street Fighter V: Champion Edition
New Zealand,"$2,000.00 ",2,Street Fighter V: Champion Edition
Thailand,"$2,000.00 ",1,Street Fighter V: Champion Edition
Bulgaria,"$1,500.00 ",1,Street Fighter V: Champion Edition
French Polynesia,"$1,500.00 ",1,Street Fighter V: Champion Edition
Philippines,"$1,500.00 ",1,Street Fighter V: Champion Edition
Sweden,"$1,500.00 ",1,Street Fighter V: Champion Edition
Chile,"$1,000.00 ",1,Street Fighter V: Champion Edition
United States,"$348,469.14 ",746,Team Fortress 2
United Kingdom,"$74,872.32 ",120,Team Fortress 2
Canada,"$65,167.72 ",104,Team Fortress 2
Finland,"$42,765.31 ",61,Team Fortress 2
Sweden,"$28,913.17 ",37,Team Fortress 2
France,"$24,771.30 ",64,Team Fortress 2
Germany,"$17,772.79 ",41,Team Fortress 2
Denmark,"$10,638.18 ",10,Team Fortress 2
Australia,"$8,538.09 ",47,Team Fortress 2
Netherlands,"$7,897.66 ",14,Team Fortress 2
Belgium,"$5,939.07 ",13,Team Fortress 2
Russian Federation,"$4,548.03 ",37,Team Fortress 2
Spain,"$3,708.58 ",5,Team Fortress 2
Portugal,"$3,497.92 ",5,Team Fortress 2
Iceland,"$2,556.00 ",2,Team Fortress 2
Latvia,"$2,515.04 ",5,Team Fortress 2
Lithuania,"$2,103.43 ",6,Team Fortress 2
Ireland,"$1,982.15 ",9,Team Fortress 2
Slovakia,"$1,885.79 ",3,Team Fortress 2
Poland,"$1,884.80 ",7,Team Fortress 2
Austria,"$1,057.24 ",2,Team Fortress 2
Italy,$501.96 ,2,Team Fortress 2
Norway,$416.86 ,3,Team Fortress 2
Ukraine,$408.48 ,6,Team Fortress 2
Czech Republic,$359.25 ,2,Team Fortress 2
Israel,$313.53 ,3,Team Fortress 2
Belarus,$187.06 ,1,Team Fortress 2
Luxembourg,$167.87 ,1,Team Fortress 2
Hungary,$139.29 ,2,Team Fortress 2
Mexico,$116.66 ,3,Team Fortress 2
Romania,$107.03 ,1,Team Fortress 2
Switzerland,$98.69 ,1,Team Fortress 2
Panama,$47.50 ,1,Team Fortress 2
Brazil,$41.67 ,1,Team Fortress 2
Bulgaria,$33.83 ,1,Team Fortress 2
Argentina,$10.00 ,1,Team Fortress 2
Russian Federation,"$212,436.26 ",120,Point Blank
Thailand,"$152,000.00 ",20,Point Blank
Indonesia,"$80,000.00 ",24,Point Blank
Brazil,"$58,543.15 ",33,Point Blank
Ukraine,"$26,381.94 ",17,Point Blank
Azerbaijan,"$17,756.40 ",20,Point Blank
Turkey,"$6,400.00 ",9,Point Blank
India,"$4,000.00 ",10,Point Blank
Philippines,"$4,000.00 ",6,Point Blank
United States,"$4,000.00 ",6,Point Blank
Belarus,"$2,255.52 ",4,Point Blank
"Korea, Republic of","$2,000.00 ",5,Point Blank
Peru,"$2,000.00 ",5,Point Blank
Singapore,"$2,000.00 ",5,Point Blank
Venezuela,"$2,000.00 ",5,Point Blank
Portugal,"$1,200.00 ",2,Point Blank
United Kingdom,$800.00 ,1,Point Blank
Italy,$400.00 ,1,Point Blank
Netherlands,$400.00 ,1,Point Blank
Romania,$400.00 ,1,Point Blank
"Moldova, Republic of",$376.00 ,1,Point Blank
Germany,$15.30 ,1,Point Blank
United States,"$236,381.12 ",65,Quake Live
Belarus,"$104,242.27 ",7,Quake Live
